id,servicetypeid,employeeid,sensordevid,servicedat,servicecost,durationminutes,servicequality
107209,1008,1431,1201,"2023-02-12",118,174,2
107210,1014,1063,1201,"2023-02-14",144,88,5
107211,1017,1349,1201,"2023-02-18",239,137,5
107212,1022,1057,1201,"2023-02-27",224,110,4
107213,1015,1431,1201,"2023-03-12",290,104,5
107214,1006,1001,1201,"2023-03-14",112,106,5
107215,1010,1127,1201,"2023-04-25",192,50,4
107216,1021,1254,1201,"2023-06-23",88,111,3
107217,1010,1267,1201,"2023-07-05",231,72,3
107218,1023,1428,1201,"2023-07-21",118,104,4
107219,1023,1420,1201,"2023-08-01",187,89,3
107220,1020,1112,1201,"2023-08-08",192,69,4
107221,1015,1112,1201,"2023-08-17",203,89,4
107222,1012,1303,1201,"2023-08-20",292,122,5
107223,1016,1245,1201,"2023-09-22",198,136,4
107224,1020,1413,1201,"2023-09-24",290,106,3
107225,1016,1184,1201,"2023-12-04",185,118,3
107226,1020,1348,1201,"2023-12-17",262,60,5
107227,1012,1322,1201,"2024-01-23",222,111,4
107228,1008,1359,1201,"2024-02-27",126,86,5
107229,1016,1155,1201,"2024-03-07",160,76,4
107230,1013,1138,1201,"2024-03-11",256,123,5
107231,1008,1200,1201,"2024-03-25",181,79,4
107232,1008,1224,1201,"2024-04-03",164,149,4
107233,1015,1401,1201,"2024-04-04",247,173,5
107234,1005,1059,1201,"2024-04-07",245,75,3
107235,1002,1003,1201,"2024-04-29",133,78,3
107236,1010,1247,1201,"2024-05-07",131,89,3
107237,1018,1215,1201,"2024-06-24",130,110,3
107238,1007,1278,1201,"2024-07-17",217,73,5
107239,1010,1128,1201,"2024-08-17",168,143,3
107240,1016,1306,1201,"2024-09-16",160,130,5
107241,1001,1373,1201,"2024-09-21",124,117,5
107242,1019,1458,1201,"2024-11-13",176,64,4
107243,1007,1127,1202,"2023-01-05",139,72,3
107244,1022,1451,1202,"2023-01-16",177,134,3
107245,1009,1268,1202,"2023-01-17",235,138,3
107246,1010,1472,1202,"2023-02-17",244,147,5
107247,1020,1097,1202,"2023-03-06",260,101,1
107248,1020,1088,1202,"2023-03-07",103,129,1
107249,1002,1386,1202,"2023-03-08",186,77,4
107250,1002,1361,1202,"2023-04-15",95,71,5
107251,1001,1317,1202,"2023-06-13",131,143,4
107252,1011,1126,1202,"2023-06-16",133,62,5
107253,1002,1482,1202,"2023-07-06",105,111,3
107254,1006,1061,1202,"2023-08-11",128,63,2
107255,1004,1482,1202,"2023-08-18",103,107,5
107256,1013,1050,1202,"2023-09-15",292,67,4
107257,1020,1227,1202,"2023-09-25",196,136,5
107258,1012,1322,1202,"2023-10-12",260,64,5
107259,1020,1037,1202,"2023-10-16",135,87,4
107260,1015,1477,1202,"2023-11-23",294,157,5
107261,1024,1369,1202,"2023-11-24",117,71,3
107262,1010,1111,1202,"2023-12-07",192,126,3
107263,1005,1115,1202,"2023-12-10",222,53,5
107264,1010,1373,1202,"2023-12-17",205,121,5
107265,1019,1447,1202,"2024-01-01",124,66,3
107266,1013,1480,1202,"2024-01-05",128,167,5
107267,1004,1363,1202,"2024-01-21",143,98,4
107268,1020,1037,1202,"2024-02-06",283,135,4
107269,1013,1160,1202,"2024-02-16",231,174,4
107270,1022,1351,1202,"2024-02-19",240,122,2
107271,1020,1233,1202,"2024-02-22",231,151,3
107272,1016,1396,1202,"2024-04-02",151,121,3
107273,1012,1426,1202,"2024-05-18",291,120,4
107274,1005,1396,1202,"2024-06-14",178,63,5
107275,1021,1301,1202,"2024-06-17",119,94,4
107276,1014,1174,1202,"2024-06-30",103,64,4
107277,1016,1032,1202,"2024-07-22",198,72,3
107278,1001,1472,1202,"2024-08-09",200,117,4
107279,1011,1329,1202,"2024-08-10",130,79,3
107280,1011,1126,1202,"2024-08-24",93,87,5
107281,1010,1320,1202,"2024-08-25",162,100,4
107282,1014,1253,1202,"2024-09-11",118,63,1
107283,1024,1038,1202,"2024-09-16",217,137,4
107284,1006,1061,1202,"2024-10-15",108,95,3
107285,1013,1137,1202,"2024-10-18",239,143,4
107286,1022,1071,1202,"2024-11-30",165,53,3
107287,1024,1369,1202,"2024-12-16",123,166,4
107288,1002,1273,1202,"2024-12-24",129,94,4
107289,1015,1480,1203,"2023-01-11",169,108,2
107290,1012,1357,1203,"2023-01-21",270,69,3
107291,1010,1109,1203,"2023-01-28",172,78,4
107292,1019,1241,1203,"2023-02-07",115,61,3
107293,1009,1124,1203,"2023-02-14",195,50,4
107294,1011,1177,1203,"2023-03-26",133,78,5
107295,1002,1254,1203,"2023-04-08",110,117,5
107296,1003,1327,1203,"2023-04-17",136,75,4
107297,1013,1369,1203,"2023-05-19",181,171,4
107298,1021,1465,1203,"2023-05-23",118,58,5
107299,1015,1048,1203,"2023-06-21",123,151,4
107300,1001,1267,1203,"2023-06-28",220,96,4
107301,1021,1162,1203,"2023-07-04",178,92,3
107302,1021,1164,1203,"2023-08-08",129,81,4
107303,1021,1085,1203,"2023-09-04",177,47,4
107304,1011,1365,1203,"2023-09-29",134,63,4
107305,1004,1008,1203,"2023-10-09",187,59,3
107306,1006,1016,1203,"2023-11-08",138,88,4
107307,1013,1307,1203,"2023-11-18",221,141,4
107308,1012,1112,1203,"2023-12-04",200,142,4
107309,1024,1369,1203,"2023-12-21",260,96,2
107310,1002,1471,1203,"2024-01-19",192,116,3
107311,1012,1202,1203,"2024-01-27",102,78,3
107312,1006,1467,1203,"2024-03-02",90,48,3
107313,1002,1326,1203,"2024-03-23",109,81,5
107314,1004,1231,1203,"2024-05-12",180,63,3
107315,1013,1477,1203,"2024-06-15",220,74,5
107316,1001,1320,1203,"2024-06-17",175,58,3
107317,1010,1270,1203,"2024-06-18",210,51,1
107318,1024,1401,1203,"2024-07-06",258,174,5
107319,1022,1215,1203,"2024-07-30",198,110,5
107320,1004,1165,1203,"2024-08-09",97,102,5
107321,1021,1421,1203,"2024-08-30",91,49,1
107322,1007,1139,1203,"2024-10-21",186,91,4
107323,1023,1316,1203,"2024-11-29",165,83,4
107324,1012,1368,1203,"2024-12-27",101,116,5
107325,1008,1053,1204,"2023-01-12",225,107,4
107326,1014,1189,1204,"2023-01-21",147,79,5
107327,1016,1394,1204,"2023-03-02",149,107,4
107328,1019,1462,1204,"2023-03-03",168,83,4
107329,1022,1452,1204,"2023-05-04",161,124,5
107330,1013,1049,1204,"2023-05-09",134,163,5
107331,1010,1183,1204,"2023-05-18",224,111,5
107332,1015,1369,1204,"2023-05-28",197,81,4
107333,1014,1308,1204,"2023-06-01",97,83,5
107334,1011,1449,1204,"2023-07-09",164,78,5
107335,1017,1412,1204,"2023-09-11",163,115,4
107336,1003,1365,1204,"2023-09-12",170,70,3
107337,1002,1094,1204,"2023-09-30",147,64,5
107338,1013,1176,1204,"2023-10-07",147,180,2
107339,1010,1407,1204,"2023-11-22",150,118,3
107340,1019,1461,1204,"2023-11-28",162,85,3
107341,1021,1291,1204,"2023-12-26",103,112,3
107342,1019,1447,1204,"2024-02-20",95,87,3
107343,1009,1396,1204,"2024-03-17",245,78,3
107344,1018,1381,1204,"2024-05-31",177,56,5
107345,1020,1477,1204,"2024-08-01",210,141,5
107346,1007,1351,1204,"2024-09-09",136,124,3
107347,1013,1014,1204,"2024-10-19",184,61,3
107348,1018,1412,1204,"2024-12-13",237,54,5
107349,1021,1193,1204,"2024-12-27",124,80,5
107350,1009,1148,1205,"2023-03-28",140,123,4
107351,1016,1278,1205,"2023-05-05",202,137,3
107352,1013,1181,1205,"2023-05-14",116,147,4
107353,1001,1378,1205,"2023-05-18",221,116,4
107354,1006,1469,1205,"2023-06-10",136,94,3
107355,1017,1472,1205,"2023-06-12",230,54,1
107356,1002,1438,1205,"2023-06-30",181,45,5
107357,1018,1155,1205,"2023-07-11",229,145,5
107358,1010,1149,1205,"2023-07-30",238,81,4
107359,1012,1054,1205,"2023-08-11",234,93,4
107360,1015,1463,1205,"2023-09-05",283,75,3
107361,1003,1067,1205,"2023-10-17",142,63,5
107362,1019,1077,1205,"2023-10-20",93,74,5
107363,1010,1152,1205,"2023-11-23",208,89,5
107364,1021,1334,1205,"2023-11-25",191,84,4
107365,1012,1112,1205,"2023-12-01",299,110,5
107366,1009,1373,1205,"2023-12-11",223,79,4
107367,1005,1351,1205,"2023-12-15",188,78,4
107368,1006,1338,1205,"2024-01-06",140,109,3
107369,1015,1369,1205,"2024-01-25",195,175,4
107370,1022,1149,1205,"2024-01-28",137,115,4
107371,1012,1176,1205,"2024-02-02",172,96,1
107372,1009,1381,1205,"2024-03-02",163,105,4
107373,1014,1315,1205,"2024-03-15",94,89,2
107374,1002,1416,1205,"2024-04-07",186,70,4
107375,1013,1348,1205,"2024-04-13",121,84,4
107376,1007,1306,1205,"2024-04-27",171,116,3
107377,1015,1304,1205,"2024-05-10",101,143,4
107378,1013,1056,1205,"2024-05-21",267,70,5
107379,1014,1170,1205,"2024-05-28",182,75,5
107380,1003,1067,1205,"2024-06-16",116,88,5
107381,1018,1124,1205,"2024-06-27",244,139,3
107382,1024,1050,1205,"2024-08-10",193,104,3
107383,1007,1139,1205,"2024-08-23",213,138,4
107384,1012,1202,1205,"2024-09-07",122,85,4
107385,1003,1446,1205,"2024-09-23",120,67,4
107386,1006,1438,1205,"2024-09-26",177,111,4
107387,1016,1356,1205,"2024-11-13",199,126,2
107388,1001,1270,1205,"2024-11-19",250,59,4
107389,1003,1045,1205,"2024-12-12",143,75,4
107390,1013,1413,1205,"2024-12-13",162,116,4
107391,1011,1329,1205,"2024-12-29",132,88,4
107392,1014,1025,1206,"2023-01-27",100,68,3
107393,1005,1116,1206,"2023-02-05",120,82,4
107394,1016,1124,1206,"2023-02-07",129,121,5
107395,1019,1308,1206,"2023-02-13",147,69,5
107396,1005,1267,1206,"2023-02-20",228,139,4
107397,1008,1112,1206,"2023-03-10",215,118,1
107398,1008,1201,1206,"2023-03-18",256,172,5
107399,1024,1235,1206,"2023-04-25",204,131,4
107400,1024,1369,1206,"2023-05-02",174,69,5
107401,1013,1236,1206,"2023-05-08",203,179,3
107402,1016,1349,1206,"2023-05-22",215,103,3
107403,1006,1474,1206,"2023-05-24",114,90,5
107404,1003,1365,1206,"2023-06-29",153,88,4
107405,1019,1167,1206,"2023-07-05",133,76,4
107406,1023,1474,1206,"2023-08-06",198,110,1
107407,1021,1164,1206,"2023-08-22",149,117,1
107408,1012,1360,1206,"2023-09-01",109,96,5
107409,1013,1112,1206,"2023-09-15",189,166,3
107410,1013,1024,1206,"2023-09-26",139,75,1
107411,1019,1450,1206,"2023-10-27",165,77,4
107412,1016,1111,1206,"2023-11-21",120,79,5
107413,1004,1120,1206,"2023-11-27",155,82,4
107414,1006,1475,1206,"2023-12-06",112,56,5
107415,1016,1396,1206,"2023-12-07",122,115,3
107416,1019,1462,1206,"2023-12-13",105,60,4
107417,1019,1329,1206,"2024-01-22",149,89,2
107418,1023,1370,1206,"2024-02-10",106,71,4
107419,1020,1211,1206,"2024-02-11",108,81,5
107420,1003,1126,1206,"2024-03-12",135,88,5
107421,1008,1359,1206,"2024-03-15",193,100,5
107422,1018,1123,1206,"2024-03-25",138,51,5
107423,1004,1003,1206,"2024-04-03",180,88,5
107424,1003,1253,1206,"2024-05-12",116,76,3
107425,1006,1291,1206,"2024-05-21",94,51,4
107426,1011,1446,1206,"2024-07-28",145,89,4
107427,1021,1424,1206,"2024-08-29",190,53,4
107428,1018,1311,1206,"2024-08-31",216,101,4
107429,1022,1396,1206,"2024-09-04",215,98,4
107430,1008,1234,1206,"2024-09-13",154,89,3
107431,1008,1359,1206,"2024-09-17",258,117,5
107432,1017,1270,1206,"2024-09-23",187,100,3
107433,1014,1170,1206,"2024-10-21",124,84,2
107434,1014,1170,1206,"2024-10-26",120,87,4
107435,1013,1211,1206,"2024-10-30",255,150,5
107436,1001,1373,1206,"2024-11-16",132,119,3
107437,1001,1128,1206,"2024-11-27",239,146,4
107438,1007,1215,1206,"2024-12-05",125,74,4
107439,1020,1348,1206,"2024-12-23",213,93,4
107440,1010,1148,1207,"2023-01-22",227,94,4
107441,1018,1095,1207,"2023-01-27",214,63,1
107442,1019,1140,1207,"2023-02-01",141,75,5
107443,1003,1330,1207,"2023-02-07",136,85,4
107444,1007,1378,1207,"2023-02-13",153,84,3
107445,1009,1150,1207,"2023-03-04",239,60,5
107446,1003,1308,1207,"2023-04-05",164,63,3
107447,1014,1260,1207,"2023-04-09",132,68,4
107448,1017,1443,1207,"2023-05-13",191,88,4
107449,1014,1365,1207,"2023-05-18",141,78,4
107450,1012,1410,1207,"2023-05-28",199,122,5
107451,1004,1423,1207,"2023-06-01",154,95,4
107452,1004,1336,1207,"2023-06-05",146,99,4
107453,1014,1172,1207,"2023-06-14",105,77,5
107454,1012,1287,1207,"2023-07-02",256,66,5
107455,1001,1267,1207,"2023-07-08",167,108,4
107456,1005,1149,1207,"2023-08-04",207,142,5
107457,1002,1316,1207,"2023-08-20",112,103,3
107458,1007,1278,1207,"2023-09-11",190,57,4
107459,1015,1237,1207,"2023-09-14",256,75,2
107460,1001,1215,1207,"2023-09-20",234,119,4
107461,1015,1401,1207,"2023-10-27",233,136,4
107462,1024,1037,1207,"2023-11-05",243,143,5
107463,1010,1012,1207,"2023-12-13",240,95,4
107464,1012,1227,1207,"2023-12-16",253,140,5
107465,1005,1218,1207,"2024-01-07",242,138,3
107466,1012,1369,1207,"2024-01-09",162,71,3
107467,1009,1444,1207,"2024-03-20",137,116,5
107468,1002,1421,1207,"2024-03-27",174,112,5
107469,1024,1480,1207,"2024-04-06",157,157,4
107470,1013,1056,1207,"2024-04-09",161,61,1
107471,1011,1253,1207,"2024-04-17",106,69,5
107472,1020,1400,1207,"2024-05-15",164,111,5
107473,1003,1309,1207,"2024-05-27",93,84,5
107474,1014,1188,1207,"2024-06-16",194,68,2
107475,1023,1094,1207,"2024-06-24",93,104,4
107476,1004,1467,1207,"2024-08-16",84,54,3
107477,1003,1440,1207,"2024-08-27",121,88,4
107478,1020,1014,1207,"2024-09-20",272,135,4
107479,1017,1277,1207,"2024-10-01",202,53,5
107480,1018,1306,1207,"2024-10-24",227,126,4
107481,1001,1218,1207,"2024-11-04",168,61,3
107482,1014,1226,1207,"2024-11-08",91,90,4
107483,1016,1453,1207,"2024-11-11",236,91,5
107484,1007,1139,1207,"2024-11-17",238,104,4
107485,1007,1139,1207,"2024-12-17",242,107,3
107486,1004,1416,1207,"2024-12-25",175,70,3
107487,1023,1387,1208,"2023-01-06",119,53,5
107488,1002,1164,1208,"2023-01-09",161,97,4
107489,1021,1335,1208,"2023-02-11",127,91,4
107490,1005,1378,1208,"2023-02-21",135,78,3
107491,1003,1296,1208,"2023-03-01",148,81,5
107492,1007,1068,1208,"2023-03-02",139,127,1
107493,1024,1409,1208,"2023-04-25",254,74,3
107494,1007,1317,1208,"2023-05-06",174,93,3
107495,1007,1452,1208,"2023-07-09",166,93,5
107496,1008,1480,1208,"2023-07-22",271,170,4
107497,1001,1472,1208,"2023-07-28",141,147,5
107498,1008,1307,1208,"2023-08-17",185,168,5
107499,1003,1284,1208,"2023-08-31",176,68,5
107500,1021,1416,1208,"2023-09-12",193,62,4
107501,1011,1331,1208,"2023-09-13",188,68,5
107502,1013,1024,1208,"2023-10-06",202,138,5
107503,1007,1306,1208,"2023-10-18",209,148,4
107504,1023,1107,1208,"2023-11-05",122,75,3
107505,1014,1196,1208,"2023-11-23",158,68,4
107506,1003,1331,1208,"2023-12-05",190,68,4
107507,1023,1483,1208,"2023-12-28",121,77,4
107508,1017,1124,1208,"2024-03-02",173,63,4
107509,1009,1396,1208,"2024-03-24",247,81,5
107510,1002,1008,1208,"2024-04-28",188,49,5
107511,1018,1453,1208,"2024-06-01",173,73,3
107512,1007,1267,1208,"2024-07-12",156,53,3
107513,1017,1270,1208,"2024-08-26",208,142,1
107514,1010,1218,1208,"2024-09-02",247,97,5
107515,1006,1421,1208,"2024-09-04",149,73,3
107516,1010,1418,1208,"2024-10-08",182,127,5
107517,1013,1014,1208,"2024-10-14",248,147,5
107518,1011,1080,1209,"2023-01-03",147,63,2
107519,1004,1326,1209,"2023-01-10",185,87,4
107520,1016,1057,1209,"2023-01-14",244,93,3
107521,1023,1094,1209,"2023-02-28",85,77,4
107522,1003,1171,1209,"2023-05-04",116,78,5
107523,1006,1256,1209,"2023-05-17",141,108,4
107524,1017,1217,1209,"2023-06-02",185,149,5
107525,1015,1089,1209,"2023-07-17",246,121,4
107526,1023,1133,1209,"2023-08-08",87,70,3
107527,1015,1220,1209,"2023-09-03",256,147,1
107528,1002,1326,1209,"2023-09-19",183,77,2
107529,1016,1453,1209,"2023-10-05",220,103,5
107530,1003,1022,1209,"2023-10-17",152,82,5
107531,1021,1250,1209,"2023-11-10",133,91,4
107532,1024,1055,1209,"2023-11-21",275,175,3
107533,1015,1024,1209,"2023-12-01",266,60,5
107534,1016,1376,1209,"2023-12-03",176,72,4
107535,1017,1059,1209,"2023-12-10",135,113,5
107536,1019,1435,1209,"2023-12-25",179,68,4
107537,1023,1008,1209,"2024-01-09",182,82,4
107538,1008,1426,1209,"2024-02-03",135,87,5
107539,1008,1234,1209,"2024-02-05",171,120,5
107540,1018,1278,1209,"2024-02-06",135,105,4
107541,1012,1401,1209,"2024-03-06",235,128,3
107542,1004,1165,1209,"2024-03-14",95,114,4
107543,1004,1424,1209,"2024-03-16",83,109,5
107544,1010,1381,1209,"2024-04-18",131,142,4
107545,1006,1334,1209,"2024-04-24",178,95,5
107546,1020,1359,1209,"2024-05-03",261,107,5
107547,1010,1032,1209,"2024-05-05",177,143,5
107548,1017,1247,1209,"2024-05-14",191,148,4
107549,1019,1021,1209,"2024-05-31",194,78,3
107550,1007,1306,1209,"2024-06-04",175,145,3
107551,1011,1170,1209,"2024-06-13",159,82,3
107552,1018,1149,1209,"2024-07-17",131,118,5
107553,1016,1139,1209,"2024-07-25",187,77,4
107554,1020,1307,1209,"2024-08-15",108,60,5
107555,1003,1248,1209,"2024-08-26",134,70,5
107556,1003,1461,1209,"2024-09-11",189,79,5
107557,1021,1075,1209,"2024-10-05",134,71,5
107558,1002,1438,1209,"2024-10-16",189,63,3
107559,1007,1059,1209,"2024-10-20",169,94,4
107560,1012,1202,1209,"2024-11-02",199,88,4
107561,1003,1034,1209,"2024-11-10",190,90,3
107562,1009,1059,1209,"2024-11-22",229,138,4
107563,1005,1306,1209,"2024-12-06",125,88,4
107564,1014,1243,1209,"2024-12-10",177,86,3
107565,1010,1119,1209,"2024-12-25",143,62,4
107566,1015,1201,1210,"2023-01-01",262,119,4
107567,1009,1267,1210,"2023-01-02",237,106,2
107568,1004,1161,1210,"2023-02-26",167,118,5
107569,1006,1361,1210,"2023-03-10",84,73,3
107570,1021,1464,1210,"2023-03-14",111,106,3
107571,1017,1158,1210,"2023-03-16",124,128,4
107572,1024,1417,1210,"2023-03-29",119,104,4
107573,1006,1361,1210,"2023-04-14",173,73,4
107574,1012,1431,1210,"2023-04-29",225,79,5
107575,1021,1061,1210,"2023-06-08",126,89,4
107576,1012,1480,1210,"2023-06-25",298,97,4
107577,1016,1412,1210,"2023-07-02",124,105,4
107578,1020,1426,1210,"2023-08-11",286,112,4
107579,1008,1479,1210,"2023-08-16",114,104,1
107580,1017,1139,1210,"2023-08-28",190,122,4
107581,1005,1267,1210,"2023-09-21",135,138,2
107582,1018,1453,1210,"2023-09-30",183,86,5
107583,1016,1159,1210,"2023-10-20",144,140,5
107584,1024,1401,1210,"2023-11-05",225,155,4
107585,1010,1215,1210,"2023-11-07",247,88,4
107586,1018,1376,1210,"2023-11-13",180,143,5
107587,1023,1438,1210,"2023-11-15",102,119,3
107588,1008,1202,1210,"2023-11-23",243,150,5
107589,1001,1139,1210,"2023-12-06",216,67,4
107590,1004,1133,1210,"2023-12-17",123,111,5
107591,1018,1278,1210,"2023-12-21",177,84,4
107592,1020,1477,1210,"2024-01-05",164,93,2
107593,1015,1211,1210,"2024-01-08",296,76,5
107594,1023,1256,1210,"2024-02-09",200,59,4
107595,1017,1270,1210,"2024-02-12",138,109,5
107596,1016,1123,1210,"2024-02-18",196,91,5
107597,1010,1453,1210,"2024-03-02",203,50,5
107598,1020,1304,1210,"2024-03-12",166,147,4
107599,1020,1237,1210,"2024-04-19",179,128,5
107600,1018,1381,1210,"2024-05-21",183,65,5
107601,1022,1311,1210,"2024-05-23",180,75,5
107602,1023,1438,1210,"2024-05-30",197,61,2
107603,1006,1094,1210,"2024-08-11",129,46,5
107604,1011,1170,1210,"2024-08-16",103,75,5
107605,1017,1111,1210,"2024-09-05",187,62,4
107606,1019,1045,1210,"2024-10-20",127,81,3
107607,1014,1461,1210,"2024-10-28",172,81,4
107608,1005,1351,1210,"2024-11-20",249,133,5
107609,1019,1170,1210,"2024-11-23",161,88,3
107610,1007,1139,1210,"2024-11-24",237,110,5
107611,1007,1111,1210,"2024-12-07",202,99,5
107612,1023,1084,1211,"2023-01-01",157,94,5
107613,1022,1394,1211,"2023-01-02",182,109,5
107614,1013,1235,1211,"2023-01-17",263,100,4
107615,1009,1127,1211,"2023-02-02",180,120,3
107616,1007,1127,1211,"2023-03-14",225,55,1
107617,1013,1357,1211,"2023-05-02",106,145,3
107618,1011,1005,1211,"2023-05-12",90,82,4
107619,1012,1208,1211,"2023-05-22",216,128,5
107620,1014,1346,1211,"2023-07-21",170,65,3
107621,1020,1401,1211,"2023-07-30",139,66,1
107622,1021,1061,1211,"2023-08-20",87,114,5
107623,1011,1142,1211,"2023-11-16",111,66,3
107624,1001,1356,1211,"2023-12-13",220,71,5
107625,1012,1055,1211,"2024-01-17",248,131,4
107626,1015,1136,1211,"2024-02-17",216,153,4
107627,1015,1287,1211,"2024-02-18",139,144,4
107628,1011,1446,1211,"2024-03-21",199,67,4
107629,1019,1203,1211,"2024-04-01",115,77,5
107630,1011,1170,1211,"2024-04-03",168,70,4
107631,1007,1139,1211,"2024-04-07",178,80,5
107632,1020,1090,1211,"2024-05-07",231,143,5
107633,1004,1467,1211,"2024-05-26",146,57,3
107634,1012,1038,1211,"2024-06-11",189,101,2
107635,1002,1008,1211,"2024-07-19",169,64,4
107636,1007,1306,1211,"2024-08-12",134,136,3
107637,1024,1234,1211,"2024-10-02",116,114,5
107638,1022,1119,1211,"2024-10-05",130,73,4
107639,1008,1227,1211,"2024-10-19",238,70,3
107640,1020,1400,1211,"2024-12-16",130,120,5
107641,1007,1278,1211,"2024-12-23",197,118,3
107642,1002,1289,1212,"2023-01-18",190,71,2
107643,1012,1134,1212,"2023-02-04",268,176,5
107644,1007,1472,1212,"2023-02-17",215,131,4
107645,1017,1394,1212,"2023-03-06",188,104,3
107646,1005,1011,1212,"2023-05-18",146,93,4
107647,1016,1149,1212,"2023-05-21",217,69,4
107648,1023,1465,1212,"2023-07-24",167,81,3
107649,1013,1009,1212,"2023-09-19",134,176,4
107650,1009,1356,1212,"2023-10-12",234,67,5
107651,1019,1027,1212,"2023-11-11",169,90,5
107652,1008,1202,1212,"2023-11-26",173,128,5
107653,1022,1124,1212,"2023-12-23",133,137,5
107654,1009,1031,1212,"2024-01-17",144,150,4
107655,1014,1329,1212,"2024-02-07",121,68,5
107656,1011,1365,1212,"2024-02-27",100,76,5
107657,1009,1139,1212,"2024-03-05",131,136,4
107658,1004,1416,1212,"2024-03-09",141,89,4
107659,1021,1316,1212,"2024-03-11",151,68,2
107660,1015,1400,1212,"2024-03-20",192,153,4
107661,1001,1381,1212,"2024-04-01",202,99,3
107662,1004,1316,1212,"2024-05-12",177,94,5
107663,1007,1311,1212,"2024-05-30",222,89,3
107664,1008,1112,1212,"2024-07-12",157,65,4
107665,1009,1270,1212,"2024-07-27",223,132,4
107666,1015,1385,1212,"2024-08-19",259,125,5
107667,1010,1373,1212,"2024-08-23",193,86,5
107668,1021,1193,1212,"2024-09-11",127,49,5
107669,1010,1139,1212,"2024-09-27",243,55,5
107670,1004,1061,1212,"2024-10-25",146,58,4
107671,1020,1411,1212,"2024-11-06",212,169,3
107672,1002,1334,1212,"2024-11-11",121,117,4
107673,1013,1050,1212,"2024-12-12",270,84,4
107674,1010,1109,1213,"2023-01-02",186,78,5
107675,1014,1171,1213,"2023-02-10",171,69,3
107676,1011,1439,1213,"2023-02-25",158,78,5
107677,1021,1091,1213,"2023-03-06",169,112,5
107678,1002,1316,1213,"2023-03-14",147,52,4
107679,1003,1445,1213,"2023-03-23",143,80,4
107680,1023,1326,1213,"2023-05-29",187,117,3
107681,1014,1020,1213,"2023-07-13",200,70,4
107682,1018,1280,1213,"2023-08-17",125,97,5
107683,1007,1139,1213,"2023-09-20",197,93,5
107684,1021,1250,1213,"2023-10-27",127,117,3
107685,1011,1142,1213,"2023-12-08",143,76,4
107686,1017,1155,1213,"2023-12-18",235,76,4
107687,1011,1314,1213,"2023-12-25",103,65,3
107688,1009,1149,1213,"2024-02-05",203,124,3
107689,1005,1218,1213,"2024-02-22",134,145,5
107690,1007,1277,1213,"2024-04-04",139,63,3
107691,1003,1456,1213,"2024-04-22",179,74,4
107692,1001,1278,1213,"2024-04-23",152,115,3
107693,1014,1450,1213,"2024-04-24",179,61,4
107694,1015,1048,1213,"2024-06-04",133,127,3
107695,1004,1288,1213,"2024-06-28",80,107,5
107696,1014,1174,1213,"2024-06-29",125,81,4
107697,1003,1253,1213,"2024-07-14",116,67,3
107698,1021,1075,1213,"2024-07-29",170,96,5
107699,1015,1200,1213,"2024-09-13",184,79,4
107700,1018,1453,1213,"2024-09-26",178,94,3
107701,1001,1139,1213,"2024-10-14",170,135,5
107702,1002,1301,1213,"2024-10-17",148,91,4
107703,1014,1083,1213,"2024-11-23",195,83,2
107704,1015,1401,1213,"2024-11-24",139,172,4
107705,1003,1243,1213,"2024-12-09",192,86,3
107706,1022,1218,1213,"2024-12-17",139,64,1
107707,1021,1326,1214,"2023-01-26",131,75,4
107708,1011,1080,1214,"2023-02-13",161,68,3
107709,1013,1480,1214,"2023-04-10",212,98,5
107710,1019,1022,1214,"2023-05-09",95,87,5
107711,1023,1157,1214,"2023-06-01",185,70,1
107712,1002,1094,1214,"2023-06-24",131,94,5
107713,1001,1215,1214,"2023-07-26",236,97,5
107714,1011,1022,1214,"2023-10-04",132,73,5
107715,1003,1186,1214,"2023-10-07",156,79,3
107716,1024,1480,1214,"2023-11-25",109,142,5
107717,1004,1363,1214,"2024-01-01",190,62,4
107718,1021,1061,1214,"2024-01-21",112,75,5
107719,1001,1111,1214,"2024-01-27",146,54,3
107720,1011,1309,1214,"2024-02-22",197,87,4
107721,1024,1234,1214,"2024-03-16",187,135,4
107722,1007,1351,1214,"2024-04-09",157,56,1
107723,1004,1087,1214,"2024-05-04",97,63,5
107724,1020,1479,1214,"2024-05-13",130,94,4
107725,1017,1259,1214,"2024-06-02",196,67,4
107726,1022,1128,1214,"2024-08-02",125,69,4
107727,1006,1046,1214,"2024-08-04",81,48,4
107728,1009,1155,1214,"2024-10-27",161,83,5
107729,1021,1393,1214,"2024-12-20",187,107,4
107730,1024,1479,1214,"2024-12-24",141,137,5
107731,1010,1182,1215,"2023-02-20",120,120,5
107732,1011,1005,1215,"2023-05-14",140,67,3
107733,1015,1050,1215,"2023-06-17",132,122,1
107734,1004,1256,1215,"2023-08-12",134,105,3
107735,1023,1061,1215,"2023-08-17",142,70,4
107736,1022,1373,1215,"2023-10-06",240,140,5
107737,1005,1472,1215,"2023-10-18",166,138,4
107738,1024,1322,1215,"2023-11-15",142,136,4
107739,1005,1376,1215,"2023-12-29",177,75,4
107740,1019,1179,1215,"2024-01-13",112,83,5
107741,1021,1016,1215,"2024-02-06",129,63,4
107742,1015,1237,1215,"2024-02-19",110,172,3
107743,1023,1193,1215,"2024-03-23",118,54,5
107744,1012,1202,1215,"2024-04-07",251,79,5
