id,cityid,observedat,tempdaymin,tempdaymax,tempdayavg,precipmm,pressure,windspeed,windgusts
16042,1009,"2023-07-13",19.2,28.2,24.1,0.0,1014.1,3.5,10.8
16043,1009,"2023-07-14",19.3,29.6,25.0,0.0,1017.6,2.1,8.2
16044,1009,"2023-07-15",18.5,32.5,26.3,0.0,1016.7,1.7,7.2
16045,1009,"2023-07-16",20.1,34.4,27.9,0.0,1014.9,1.8,6.2
16046,1009,"2023-07-17",22.3,35.0,29.0,4.5,1015.6,1.9,6.7
16047,1009,"2023-07-18",22.8,31.7,27.6,0.0,1017.8,3.4,8.2
16048,1009,"2023-07-19",22.4,31.7,26.9,0.2,1011.3,2.4,9.8
16049,1009,"2023-07-20",21.6,29.0,25.6,0.0,1010.6,3.9,11.3
16050,1009,"2023-07-21",18.3,27.5,22.1,4.9,1012.3,2.0,7.2
16051,1009,"2023-07-22",17.0,26.7,21.9,1.4,1014.5,3.1,9.2
16052,1009,"2023-07-23",17.5,29.7,24.6,0.0,1016.3,2.3,7.2
16053,1009,"2023-07-24",19.4,33.1,27.0,0.4,1010.1,3.5,9.8
16054,1009,"2023-07-25",19.2,27.5,23.2,3.4,1004.0,3.2,9.2
16055,1009,"2023-07-26",16.4,20.5,18.4,4.1,1006.7,5.1,12.9
16056,1009,"2023-07-27",13.7,23.2,18.7,0.0,1014.2,4.4,9.8
16057,1009,"2023-07-28",15.8,29.2,22.5,0.6,1011.8,3.2,9.2
16058,1009,"2023-07-29",18.5,30.5,24.6,0.3,1011.8,2.1,7.7
16059,1009,"2023-07-30",20.5,24.2,22.3,15.2,1012.3,2.2,6.7
16060,1009,"2023-07-31",18.5,25.7,21.9,0.0,1013.2,3.8,9.8
16061,1009,"2023-08-01",16.6,29.5,21.4,9.2,1007.9,3.2,8.8
16062,1009,"2023-08-02",16.1,27.0,21.5,1.4,1008.1,3.1,8.2
16063,1009,"2023-08-03",17.6,28.2,23.0,0.1,1007.7,2.9,7.2
16064,1009,"2023-08-04",17.2,27.9,22.2,6.6,1010.7,2.4,6.2
16065,1009,"2023-08-05",18.7,28.0,22.6,13.1,1005.2,3.0,8.2
16066,1009,"2023-08-06",16.6,19.5,17.6,12.1,1003.0,5.6,14.4
16067,1009,"2023-08-07",14.7,18.3,16.1,0.2,1011.2,6.9,12.9
16068,1009,"2023-08-08",14.0,22.6,17.7,0.0,1017.9,3.4,9.2
16069,1009,"2023-08-09",12.3,23.2,18.2,0.2,1018.3,1.9,6.2
16070,1009,"2023-08-10",15.2,24.6,19.6,0.0,1020.1,3.0,7.7
16071,1009,"2023-08-11",14.0,25.6,20.0,0.0,1022.6,1.9,6.7
16072,1009,"2023-08-12",13.8,27.7,21.5,0.0,1022.3,1.2,4.1
16073,1009,"2023-08-13",15.4,30.2,23.1,0.0,1020.8,1.4,5.1
16074,1009,"2023-08-14",16.6,32.2,24.8,0.0,1020.8,1.4,5.1
16075,1009,"2023-08-15",18.0,32.7,26.1,0.9,1019.5,1.6,5.1
16076,1009,"2023-08-16",19.0,29.7,24.8,1.6,1019.0,1.5,4.6
16077,1009,"2023-08-17",19.9,28.2,23.3,1.3,1018.3,2.0,6.2
16078,1009,"2023-08-18",19.6,29.0,24.1,6.7,1017.7,1.8,5.1
16079,1009,"2023-08-19",20.5,29.5,24.4,0.0,1018.5,1.4,5.7
16080,1009,"2023-08-20",20.3,33.5,27.1,0.0,1019.7,1.6,6.2
16081,1009,"2023-08-21",21.3,34.3,28.1,0.0,1020.3,1.3,4.1
16082,1009,"2023-08-22",21.7,35.5,28.2,0.0,1018.8,1.3,5.7
16083,1009,"2023-08-23",22.5,33.2,28.0,2.5,1016.1,2.2,8.2
16084,1009,"2023-08-24",21.4,32.1,26.6,0.0,1016.8,1.8,6.2
16085,1009,"2023-08-25",20.1,33.3,26.4,0.0,1014.3,1.4,6.2
16086,1009,"2023-08-26",21.5,35.6,28.8,0.0,1011.8,1.7,7.2
16087,1009,"2023-08-27",22.6,36.0,29.2,0.0,1008.5,2.4,7.2
16088,1009,"2023-08-28",21.5,35.7,27.9,2.4,1004.6,2.1,7.7
16089,1009,"2023-08-29",18.6,28.1,22.6,13.6,1003.5,2.3,6.7
16090,1009,"2023-08-30",16.1,21.1,18.5,0.0,1006.3,3.0,9.2
16091,1009,"2023-08-31",15.7,24.1,19.1,0.0,1012.6,3.5,8.8
16092,1009,"2023-09-01",14.5,26.7,20.4,0.0,1018.6,2.0,6.7
16093,1009,"2023-09-02",16.0,28.5,22.2,0.3,1020.3,1.8,6.2
16094,1009,"2023-09-03",18.2,24.0,20.7,2.6,1022.0,2.5,9.2
16095,1009,"2023-09-04",15.5,24.3,20.1,0.0,1024.0,3.0,8.2
16096,1009,"2023-09-05",15.1,26.1,20.6,0.0,1024.2,2.5,7.7
16097,1009,"2023-09-06",14.3,28.2,21.2,0.0,1023.8,1.4,5.1
16098,1009,"2023-09-07",13.9,28.6,21.3,0.0,1023.7,1.8,6.2
16099,1009,"2023-09-08",15.1,28.2,21.7,0.0,1022.3,1.9,5.7
16100,1009,"2023-09-09",15.1,29.7,22.3,0.0,1020.5,1.4,4.1
16101,1009,"2023-09-10",15.4,31.0,23.0,0.0,1019.6,1.0,4.6
16102,1009,"2023-09-11",15.8,31.5,23.4,0.0,1016.5,1.3,5.1
16103,1009,"2023-09-12",16.3,31.5,23.8,0.0,1014.5,1.3,6.2
16104,1009,"2023-09-13",16.1,31.5,23.7,0.0,1014.1,1.6,6.2
16105,1009,"2023-09-14",18.2,24.0,21.6,10.4,1015.9,3.7,10.3
16106,1009,"2023-09-15",16.3,26.1,21.3,0.0,1020.4,1.3,4.6
16107,1009,"2023-09-16",16.3,23.2,20.2,0.4,1020.4,1.6,5.7
16108,1009,"2023-09-17",15.1,27.6,21.1,0.0,1019.7,1.3,5.7
16109,1009,"2023-09-18",16.0,27.6,22.6,0.2,1016.5,2.6,8.8
16110,1009,"2023-09-19",18.0,23.7,20.9,1.5,1013.5,4.0,12.9
16111,1009,"2023-09-20",14.8,27.2,20.6,0.0,1017.1,1.7,5.7
16112,1009,"2023-09-21",15.8,26.5,21.2,0.1,1012.1,1.9,7.7
16113,1009,"2023-09-22",17.4,28.7,22.8,0.0,1008.7,2.5,9.2
16114,1009,"2023-09-23",15.5,23.2,19.2,16.7,1012.8,2.9,6.7
16115,1009,"2023-09-24",15.0,17.1,15.9,8.3,1018.8,2.6,7.2
16116,1009,"2023-09-25",15.6,25.6,20.1,0.4,1023.4,1.9,5.7
16117,1009,"2023-09-26",16.2,28.0,21.3,0.0,1023.8,1.6,6.2
16118,1009,"2023-09-27",14.2,27.5,20.3,0.0,1023.5,1.7,5.1
16119,1009,"2023-09-28",13.1,27.1,19.4,0.0,1022.2,1.4,4.6
16120,1009,"2023-09-29",13.0,26.7,19.4,0.0,1022.5,0.9,4.1
16121,1009,"2023-09-30",12.5,22.6,17.7,0.0,1022.0,2.0,7.7
16122,1009,"2023-10-01",12.0,20.5,16.4,0.0,1024.5,2.8,7.7
16123,1009,"2023-10-02",12.0,24.1,17.4,0.0,1025.7,1.1,4.6
16124,1009,"2023-10-03",11.9,25.5,18.3,0.0,1022.6,1.8,8.2
16125,1009,"2023-10-04",11.8,19.7,17.0,11.0,1024.8,4.1,13.9
16126,1009,"2023-10-05",8.7,22.1,15.5,0.0,1026.0,1.6,6.7
16127,1009,"2023-10-06",11.7,21.2,16.2,0.0,1026.2,2.0,7.2
16128,1009,"2023-10-07",10.7,23.2,17.0,0.0,1022.2,2.2,8.8
16129,1009,"2023-10-08",9.6,21.0,17.4,0.0,1019.6,5.1,11.8
16130,1009,"2023-10-09",7.8,15.2,11.5,0.6,1023.4,2.2,8.2
16131,1009,"2023-10-10",9.0,15.5,11.8,2.1,1022.3,1.0,4.1
16132,1009,"2023-10-11",10.2,23.2,15.2,0.0,1023.5,1.4,6.7
16133,1009,"2023-10-12",11.2,24.7,17.2,0.0,1019.6,1.5,5.1
16134,1009,"2023-10-13",15.4,26.5,18.9,0.0,1018.6,1.0,5.1
16135,1009,"2023-10-14",13.8,24.6,18.4,0.0,1013.1,1.7,7.7
16136,1009,"2023-10-15",8.7,19.7,13.1,7.5,1014.7,4.4,13.9
16137,1009,"2023-10-16",5.1,13.2,8.6,0.0,1022.2,3.1,10.3
16138,1009,"2023-10-17",2.3,13.1,7.3,0.0,1022.5,1.1,4.6
16139,1009,"2023-10-18",2.5,14.2,7.9,0.0,1018.8,1.2,5.7
16140,1009,"2023-10-19",6.5,14.7,9.8,0.6,1006.9,1.6,7.2
16141,1009,"2023-10-20",11.2,24.2,18.5,0.0,996.5,2.8,8.2
16142,1009,"2023-10-21",15.9,21.1,18.8,15.5,1002.8,3.4,11.3
16143,1009,"2023-10-22",11.2,17.7,15.2,5.3,1010.2,2.9,14.9
16144,1009,"2023-10-23",9.9,19.7,14.0,0.0,1017.1,1.1,5.1
16145,1009,"2023-10-24",10.5,18.1,14.1,1.4,1010.8,1.0,5.1
16146,1009,"2023-10-25",12.9,17.1,14.8,17.8,1003.3,4.0,12.9
16147,1009,"2023-10-26",11.8,17.1,14.5,3.6,1000.7,2.1,6.7
16148,1009,"2023-10-27",12.1,15.0,13.2,26.7,995.3,4.7,13.4
16149,1009,"2023-10-28",9.7,16.5,12.5,0.6,1006.9,2.1,7.2
16150,1009,"2023-10-29",8.3,20.2,13.7,0.0,1012.1,2.9,7.2
16151,1009,"2023-10-30",13.2,21.8,16.8,0.0,1011.7,3.1,8.8
16152,1009,"2023-10-31",10.5,18.7,14.0,2.5,1006.1,3.1,9.2
16153,1009,"2023-11-01",9.9,16.1,12.4,0.0,1013.7,2.8,8.2
16154,1009,"2023-11-02",8.9,16.3,12.8,0.1,1005.3,3.0,8.8
16155,1009,"2023-11-03",7.5,13.7,12.1,10.2,993.1,3.3,10.3
16156,1009,"2023-11-04",6.8,13.2,8.9,0.0,998.5,1.9,5.7
16157,1009,"2023-11-05",7.7,12.0,9.6,13.3,992.9,3.8,9.8
16158,1009,"2023-11-06",8.5,15.8,11.7,0.2,1010.0,3.2,7.7
16159,1009,"2023-11-07",7.3,12.0,9.5,0.2,1016.8,1.3,4.1
16160,1009,"2023-11-08",6.2,12.6,9.5,1.5,1018.4,3.7,12.4
16161,1009,"2023-11-09",3.6,13.7,8.4,0.0,1018.4,2.1,8.8
16162,1009,"2023-11-10",6.0,10.0,7.9,9.3,1009.8,1.7,6.2
16163,1009,"2023-11-11",6.7,8.6,7.7,3.9,1003.2,3.3,11.8
16164,1009,"2023-11-12",3.0,10.7,6.8,0.0,1011.0,3.8,11.8
16165,1009,"2023-11-13",2.1,10.0,6.3,0.9,1014.7,1.4,4.6
16166,1009,"2023-11-14",8.1,14.2,11.5,5.4,1010.7,2.8,8.8
16167,1009,"2023-11-15",8.6,13.2,11.4,3.9,1011.3,4.6,17.5
16168,1009,"2023-11-16",8.5,13.7,10.7,0.8,1017.4,3.5,9.2
16169,1009,"2023-11-17",4.6,10.1,7.7,1.6,1009.2,4.9,12.4
16170,1009,"2023-11-18",3.1,7.2,5.0,0.0,1020.2,7.2,15.9
16171,1009,"2023-11-19",0.7,5.5,3.1,0.7,1019.4,1.6,5.7
16172,1009,"2023-11-20",4.3,13.0,8.0,0.3,1013.2,2.2,6.2
16173,1009,"2023-11-21",5.4,10.7,8.0,0.1,1012.4,1.9,5.1
16174,1009,"2023-11-22",0.4,9.1,5.6,0.0,1020.1,2.6,7.7
16175,1009,"2023-11-23",-0.6,7.0,3.0,0.0,1022.4,3.5,9.2
16176,1009,"2023-11-24",2.5,7.9,5.5,0.5,1003.6,4.2,11.8
16177,1009,"2023-11-25",0.6,5.1,3.0,0.0,1001.0,4.3,12.4
16178,1009,"2023-11-26",-0.6,2.5,0.7,0.0,1009.3,4.8,11.8
16179,1009,"2023-11-27",-0.6,4.5,1.7,0.2,1010.6,2.2,6.7
16180,1009,"2023-11-28",2.1,4.7,3.2,7.4,995.8,2.2,9.8
16181,1009,"2023-11-29",-2.5,3.0,0.8,0.0,1008.7,3.5,10.8
16182,1009,"2023-11-30",-2.9,0.7,-0.5,16.6,1008.8,2.3,7.2
16183,1009,"2023-12-01",0.5,2.6,1.2,12.8,1002.8,2.6,6.7
16184,1009,"2023-12-02",0.1,4.2,2.7,0.7,1000.8,3.4,16.5
16185,1009,"2023-12-03",-2.5,0.2,-0.9,0.0,1020.9,6.1,14.4
16186,1009,"2023-12-04",-4.9,1.5,-1.7,0.0,1025.9,2.3,6.7
16187,1009,"2023-12-05",-1.9,1.0,-0.4,1.3,1017.7,2.4,7.2
16188,1009,"2023-12-06",-0.1,2.2,1.0,15.2,1015.2,1.6,6.2
16189,1009,"2023-12-07",0.6,2.0,1.1,16.2,1018.1,1.1,6.2
16190,1009,"2023-12-08",0.1,2.2,1.3,0.0,1021.4,1.5,5.7
16191,1009,"2023-12-09",0.0,2.2,1.3,0.0,1021.0,1.7,5.7
16192,1009,"2023-12-10",-0.6,2.1,0.5,4.4,1015.3,1.7,7.2
16193,1009,"2023-12-11",-0.2,2.3,0.8,0.4,1013.3,2.1,5.7
16194,1009,"2023-12-12",2.4,11.5,5.4,0.9,1012.1,2.3,5.7
16195,1009,"2023-12-13",3.9,6.2,4.8,18.3,1003.8,1.6,6.7
16196,1009,"2023-12-14",4.7,7.2,5.9,0.5,1009.6,2.9,7.7
16197,1009,"2023-12-15",1.0,6.6,4.8,0.0,1028.4,2.4,7.2
16198,1009,"2023-12-16",0.2,7.2,3.4,0.0,1039.4,2.2,6.2
16199,1009,"2023-12-17",3.0,9.0,5.4,0.0,1039.2,1.8,7.7
16200,1009,"2023-12-18",0.6,8.2,3.5,0.0,1034.6,0.6,4.6
16201,1009,"2023-12-19",-2.0,0.6,-0.7,0.0,1027.7,1.0,4.6
16202,1009,"2023-12-20",-2.2,7.6,1.8,0.0,1015.6,1.8,7.2
16203,1009,"2023-12-21",2.6,7.6,5.5,5.4,1006.4,4.3,9.2
16204,1009,"2023-12-22",2.7,7.6,5.7,5.2,996.5,6.0,13.9
16205,1009,"2023-12-23",0.5,3.2,1.6,21.5,1003.5,3.5,13.4
16206,1009,"2023-12-24",1.2,10.2,6.5,4.7,1010.3,3.8,11.8
16207,1009,"2023-12-25",8.5,13.1,10.3,0.2,1011.9,3.4,9.2
16208,1009,"2023-12-26",6.0,11.5,9.4,0.0,1016.1,2.7,8.2
16209,1009,"2023-12-27",4.1,11.0,8.1,0.0,1025.0,2.6,8.2
16210,1009,"2023-12-28",2.0,9.5,5.4,0.0,1024.0,1.1,4.6
16211,1009,"2023-12-29",1.5,6.0,3.9,0.0,1020.7,0.8,4.6
16212,1009,"2023-12-30",1.0,12.5,5.2,0.0,1019.5,1.0,5.1
16213,1009,"2023-12-31",1.5,5.9,3.9,0.0,1016.5,1.0,6.7
16214,1009,"2024-01-01",4.5,8.7,6.5,2.4,1011.9,3.4,10.3
16215,1009,"2024-01-02",2.2,7.0,5.2,0.2,1012.3,2.1,7.7
16216,1009,"2024-01-03",5.3,13.0,9.2,3.7,1003.9,3.2,10.8
16217,1009,"2024-01-04",8.4,12.1,10.3,0.1,1004.1,4.6,11.3
16218,1009,"2024-01-05",4.7,10.0,8.2,0.0,1010.9,2.0,9.2
16219,1009,"2024-01-06",5.5,7.0,6.2,5.6,1006.2,1.7,6.2
16220,1009,"2024-01-07",0.7,7.6,5.1,3.9,1004.5,3.5,10.8
16221,1009,"2024-01-08",-1.5,1.5,-0.1,0.1,1016.8,4.5,8.8
16222,1009,"2024-01-09",-2.2,3.2,0.3,0.0,1030.8,2.5,7.7
16223,1009,"2024-01-10",-5.2,3.5,-1.9,0.0,1034.4,0.8,4.6
16224,1009,"2024-01-11",-4.7,2.1,-1.2,0.0,1026.9,2.5,9.2
16225,1009,"2024-01-12",-2.2,2.1,-0.3,0.0,1025.4,3.7,8.8
16226,1009,"2024-01-13",-2.2,1.5,-0.5,0.0,1021.1,3.4,10.8
16227,1009,"2024-01-14",-2.5,3.7,0.2,0.0,1011.5,2.9,9.8
16228,1009,"2024-01-15",-2.0,5.1,1.5,0.0,1003.3,2.6,8.8
16229,1009,"2024-01-16",0.0,4.5,2.1,0.0,1011.4,3.9,12.4
16230,1009,"2024-01-17",-2.4,1.0,-0.9,1.6,1007.7,1.3,6.7
16231,1009,"2024-01-18",1.2,6.5,4.9,7.2,996.1,1.2,5.7
16232,1009,"2024-01-19",-1.6,4.9,1.2,3.8,1012.3,4.8,12.4
16233,1009,"2024-01-20",-2.0,3.5,0.5,0.0,1029.8,3.1,8.8
16234,1009,"2024-01-21",-2.4,3.2,0.0,0.0,1035.6,1.4,5.1
16235,1009,"2024-01-22",-4.7,0.6,-2.3,0.0,1033.0,1.7,6.7
16236,1009,"2024-01-23",-1.6,7.7,2.4,0.3,1027.7,2.1,7.2
16237,1009,"2024-01-24",0.0,9.5,4.3,3.4,1025.1,2.8,8.8
16238,1009,"2024-01-25",6.7,10.6,9.1,0.0,1020.7,7.1,18.5
16239,1009,"2024-01-26",4.3,8.1,6.2,1.3,1024.4,4.1,11.3
16240,1009,"2024-01-27",4.5,7.7,6.0,0.1,1028.1,7.2,15.4
16241,1009,"2024-01-28",0.9,8.7,4.7,0.0,1036.8,2.4,11.3
16242,1009,"2024-01-29",-2.1,7.2,2.2,0.0,1040.6,1.1,5.1
16243,1009,"2024-01-30",-3.5,5.7,1.1,0.0,1040.9,1.0,6.2
16244,1009,"2024-01-31",-2.7,5.2,1.0,0.0,1036.5,1.0,4.1
16245,1009,"2024-02-01",-0.7,9.6,4.2,0.5,1027.7,2.2,8.8
16246,1009,"2024-02-02",3.0,7.5,5.2,0.0,1028.1,4.5,11.8
16247,1009,"2024-02-03",6.6,11.5,9.5,0.0,1022.3,3.6,13.4
16248,1009,"2024-02-04",9.2,13.0,11.0,0.7,1019.8,5.7,12.9
16249,1009,"2024-02-05",10.5,14.0,12.3,1.4,1016.1,5.7,16.5
16250,1009,"2024-02-06",7.1,17.0,11.5,0.0,1015.2,3.7,11.8
16251,1009,"2024-02-07",6.6,14.0,10.8,0.0,1009.9,3.2,10.8
16252,1009,"2024-02-08",8.5,14.0,10.8,0.0,1005.4,3.1,8.8
16253,1009,"2024-02-09",7.7,14.7,11.7,0.0,1000.7,3.5,11.3
16254,1009,"2024-02-10",9.6,18.2,13.7,1.9,998.4,3.3,10.8
16255,1009,"2024-02-11",8.0,13.0,10.8,9.4,996.2,2.2,6.7
16256,1009,"2024-02-12",7.5,10.7,9.0,2.2,1003.2,1.9,7.7
16257,1009,"2024-02-13",6.2,11.6,8.5,0.0,1014.5,5.0,13.4
16258,1009,"2024-02-14",2.5,10.6,6.9,0.0,1024.2,2.0,6.7
16259,1009,"2024-02-15",4.7,11.0,7.9,0.0,1024.9,1.2,4.6
16260,1009,"2024-02-16",4.5,13.1,9.0,0.0,1025.1,1.1,8.2
16261,1009,"2024-02-17",2.2,14.1,7.4,0.4,1027.9,1.9,8.2
16262,1009,"2024-02-18",3.6,11.7,8.6,0.0,1031.7,2.8,8.2
16263,1009,"2024-02-19",3.2,8.7,6.2,0.0,1025.7,1.4,5.7
16264,1009,"2024-02-20",6.6,12.2,9.4,0.0,1024.5,3.5,8.2
16265,1009,"2024-02-21",6.2,11.6,9.0,0.0,1023.4,3.4,9.8
16266,1009,"2024-02-22",5.2,13.7,9.4,0.2,1011.2,3.4,10.3
16267,1009,"2024-02-23",9.0,11.5,10.3,0.6,1004.4,2.7,9.2
16268,1009,"2024-02-24",8.7,14.0,11.7,1.6,1008.5,1.9,7.2
16269,1009,"2024-02-25",6.0,13.5,9.8,1.4,1012.1,1.2,6.2
16270,1009,"2024-02-26",8.3,14.7,10.9,2.3,1009.1,1.6,6.7
16271,1009,"2024-02-27",8.7,15.7,11.9,0.0,1014.1,1.3,6.7
16272,1009,"2024-02-28",9.2,17.1,12.2,0.0,1018.9,1.2,5.1
16273,1009,"2024-02-29",7.1,16.7,11.6,0.0,1019.0,1.1,7.2
16274,1009,"2024-03-01",9.4,13.2,11.5,0.7,1011.5,1.9,8.2
16275,1009,"2024-03-02",8.6,11.0,9.4,3.0,1011.9,1.6,6.2
16276,1009,"2024-03-03",7.2,15.1,11.0,0.0,1010.9,1.3,7.7
16277,1009,"2024-03-04",6.5,17.0,10.6,0.0,1009.7,0.9,5.7
16278,1009,"2024-03-05",6.7,16.6,10.9,0.0,1011.8,1.9,7.7
16279,1009,"2024-03-06",5.2,14.0,9.9,3.6,1016.1,1.5,5.7
16280,1009,"2024-03-07",4.1,8.6,6.8,2.9,1018.8,2.1,7.2
16281,1009,"2024-03-08",4.1,7.5,5.9,1.4,1020.9,2.1,7.2
16282,1009,"2024-03-09",3.6,11.6,7.8,0.0,1017.2,2.8,9.2
16283,1009,"2024-03-10",6.6,13.6,9.9,0.3,1010.4,4.2,9.2
16284,1009,"2024-03-11",9.5,12.5,10.9,2.5,1006.8,4.2,9.2
16285,1009,"2024-03-12",8.5,10.7,9.6,0.0,1009.3,2.8,10.3
16286,1009,"2024-03-13",8.1,14.2,10.8,1.6,1013.7,5.3,10.8
16287,1009,"2024-03-14",5.5,14.6,10.4,0.0,1017.0,2.1,6.2
16288,1009,"2024-03-15",4.5,16.2,10.5,0.0,1017.0,1.2,4.6
16289,1009,"2024-03-16",7.2,15.5,11.3,6.3,1018.1,1.5,7.2
16290,1009,"2024-03-17",7.5,12.2,10.3,0.0,1020.7,4.6,12.4
16291,1009,"2024-03-18",4.5,11.1,7.6,0.0,1017.8,3.3,8.2
16292,1009,"2024-03-19",2.5,9.1,5.7,0.0,1021.8,1.9,6.2
16293,1009,"2024-03-20",0.8,13.4,7.0,0.0,1023.7,2.0,6.7
16294,1009,"2024-03-21",3.4,16.7,9.9,0.0,1020.5,1.8,5.1
16295,1009,"2024-03-22",8.6,17.0,12.6,0.2,1018.5,2.6,8.8
16296,1009,"2024-03-23",7.6,19.6,12.7,2.4,1009.5,3.4,12.9
16297,1009,"2024-03-24",5.0,12.1,8.0,0.6,1008.2,4.1,10.8
16298,1009,"2024-03-25",4.2,11.0,7.4,0.2,1008.6,3.4,10.8
16299,1009,"2024-03-26",2.0,15.2,9.0,0.0,1008.1,3.2,10.3
16300,1009,"2024-03-27",7.8,18.6,12.8,0.0,1000.1,4.2,9.8
16301,1009,"2024-03-28",11.2,16.0,13.5,7.2,999.4,6.8,14.4
16302,1009,"2024-03-29",7.1,19.9,13.3,0.2,1011.2,4.7,9.8
16303,1009,"2024-03-30",10.4,22.8,17.0,0.0,1010.2,3.1,8.2
16304,1009,"2024-03-31",11.0,21.8,17.0,0.9,1007.9,3.2,8.2
16305,1009,"2024-04-01",13.5,25.9,20.0,0.0,1004.1,4.2,10.8
16306,1009,"2024-04-02",9.3,15.7,12.3,8.1,1007.4,7.9,15.4
16307,1009,"2024-04-03",9.5,18.7,14.0,0.0,1013.4,3.4,9.2
16308,1009,"2024-04-04",11.1,18.6,14.6,0.1,1015.6,3.1,9.8
16309,1009,"2024-04-05",9.7,21.5,16.2,1.6,1019.6,2.0,7.7
16310,1009,"2024-04-06",12.5,25.0,18.6,0.0,1019.0,1.5,5.1
16311,1009,"2024-04-07",12.6,26.0,19.1,0.0,1021.2,1.1,6.2
16312,1009,"2024-04-08",11.1,26.5,18.8,0.0,1019.5,1.9,6.7
16313,1009,"2024-04-09",13.0,26.6,19.8,0.0,1014.6,2.1,7.7
16314,1009,"2024-04-10",12.2,18.6,15.6,0.0,1019.0,6.6,13.9
16315,1009,"2024-04-11",10.0,23.0,16.3,0.0,1028.8,3.0,7.7
16316,1009,"2024-04-12",11.3,23.7,17.3,0.0,1029.7,2.1,6.7
16317,1009,"2024-04-13",14.1,24.6,19.6,0.0,1026.0,2.3,9.2
16318,1009,"2024-04-14",13.2,27.7,21.1,0.0,1020.1,2.5,9.8
16319,1009,"2024-04-15",14.2,22.9,18.4,0.2,1009.9,3.3,9.8
16320,1009,"2024-04-16",6.4,15.3,9.8,13.1,1006.5,4.4,10.3
16321,1009,"2024-04-17",4.6,11.6,8.4,0.1,1004.4,3.9,9.2
16322,1009,"2024-04-18",6.2,13.5,9.5,0.3,1008.6,3.9,9.2
16323,1009,"2024-04-19",3.5,13.5,8.2,0.3,1013.6,4.0,9.2
16324,1009,"2024-04-20",5.2,14.0,9.4,0.5,1011.3,2.6,7.7
16325,1009,"2024-04-21",3.5,13.5,8.5,0.3,1013.5,4.8,9.8
16326,1009,"2024-04-22",4.9,12.2,8.5,1.0,1018.2,2.2,6.2
16327,1009,"2024-04-23",5.0,12.7,9.0,3.7,1014.6,4.4,10.3
16328,1009,"2024-04-24",5.8,9.9,8.2,11.8,1005.6,4.2,10.3
16329,1009,"2024-04-25",4.0,12.7,8.7,0.0,1009.4,3.9,8.2
16330,1009,"2024-04-26",3.0,14.5,9.1,0.2,1013.3,2.4,6.7
16331,1009,"2024-04-27",6.2,18.7,12.3,0.2,1017.1,2.9,7.2
16332,1009,"2024-04-28",7.7,23.5,15.8,0.0,1020.3,3.2,8.2
16333,1009,"2024-04-29",10.8,24.3,17.8,0.0,1023.8,3.2,8.2
16334,1009,"2024-04-30",11.7,23.1,17.7,0.0,1024.1,3.3,8.2
16335,1009,"2024-05-01",11.6,22.0,17.1,0.0,1017.7,4.1,9.8
16336,1009,"2024-05-02",13.4,20.0,16.5,2.0,1011.2,4.0,9.8
16337,1009,"2024-05-03",13.7,18.6,15.9,1.5,1009.6,2.8,6.2
16338,1009,"2024-05-04",13.6,24.6,19.0,0.0,1011.9,3.1,8.2
16339,1009,"2024-05-05",12.5,24.2,19.1,0.0,1013.0,2.6,7.7
16340,1009,"2024-05-06",12.1,23.6,18.7,0.0,1010.1,3.3,8.2
16341,1009,"2024-05-07",15.3,19.6,17.6,5.3,1010.8,4.5,9.8
16342,1009,"2024-05-08",13.7,19.4,16.1,1.8,1017.4,3.0,6.7
16343,1009,"2024-05-09",11.2,21.8,16.6,0.0,1020.3,3.0,7.7
16344,1009,"2024-05-10",9.6,22.0,16.6,0.0,1020.5,2.3,5.1
16345,1009,"2024-05-11",10.6,21.9,17.1,0.0,1019.1,2.3,5.7
16346,1009,"2024-05-12",12.0,21.1,16.3,0.0,1019.2,3.1,6.7
16347,1009,"2024-05-13",9.2,20.2,15.1,0.0,1019.1,3.2,6.7
16348,1009,"2024-05-14",9.9,22.1,16.3,0.0,1014.9,3.2,7.7
16349,1009,"2024-05-15",10.9,20.8,16.1,0.0,1015.1,3.8,8.2
16350,1009,"2024-05-16",11.8,21.0,16.5,0.0,1015.6,4.8,10.3
16351,1009,"2024-05-17",12.6,17.0,14.7,18.1,1012.9,4.8,9.2
16352,1009,"2024-05-18",11.8,22.2,16.5,0.0,1014.3,2.2,6.2
16353,1009,"2024-05-19",12.9,23.3,17.8,1.4,1012.4,2.7,6.2
16354,1009,"2024-05-20",14.5,22.5,18.8,3.8,1012.1,2.9,6.2
16355,1009,"2024-05-21",15.9,23.7,19.9,18.9,1010.7,4.3,9.8
16356,1009,"2024-05-22",16.7,21.9,19.2,6.5,1010.0,3.1,7.7
16357,1009,"2024-05-23",15.2,23.1,19.1,2.8,1013.8,3.0,6.7
16358,1009,"2024-05-24",15.1,20.6,17.4,9.2,1018.4,2.1,5.7
16359,1009,"2024-05-25",13.0,22.8,18.6,1.1,1018.9,2.9,7.2
16360,1009,"2024-05-26",15.8,23.3,19.9,0.9,1018.9,2.8,6.7
16361,1009,"2024-05-27",14.0,26.1,20.4,0.0,1018.8,1.8,5.1
16362,1009,"2024-05-28",13.5,25.5,20.1,0.0,1015.3,2.5,6.2
16363,1009,"2024-05-29",16.2,24.0,20.3,0.1,1012.7,4.1,8.2
16364,1009,"2024-05-30",16.1,24.9,20.7,0.0,1006.9,2.8,6.2
